date,SalesAmount,year,month,day,weekday,holiday1,holiday9,holiday5,holiday4,holiday2,holiday10,holiday3,holiday6,holiday7,holiday8,short_business_hour,day_temp,night_temp,day_weather,night_weather,event,web_traffic,training
2015-08-07,19079,2015,8,7,6,0,0,0,0,0,0,0,0,0,0,0,34,26,good,good,0,383,1
2015-09-02,16717,2015,9,2,4,0,0,0,0,0,0,0,0,0,0,0,32,22,good,good,0,346,0
2015-09-03,26018,2015,9,3,5,0,0,0,0,0,0,0,0,0,0,0,32,24,good,good,0,545,1
2015-07-27,19605,2015,7,27,2,0,0,0,0,0,0,0,0,0,0,0,34,26,little_trouble,good,0,357,1
2015-08-11,15398,2015,8,11,3,0,0,0,0,0,0,0,0,0,0,0,30,24,good,good,0,332,1
2015-09-10,14020,2015,9,10,5,0,0,0,0,0,0,0,0,0,0,0,28,20,fair,good,0,328,1
2015-08-12,15343,2015,8,12,4,0,0,0,0,0,0,0,0,0,0,0,32,24,good,good,0,341,1
2015-07-17,22790,2015,7,17,6,0,0,0,0,0,0,0,0,0,0,0,27,22,little_trouble,good,0,394,1
2015-08-13,16686,2015,8,13,5,0,0,0,0,0,0,0,0,0,0,0,32,25,good,little_trouble,0,371,1
2015-08-14,16692,2015,8,14,6,0,0,0,0,0,0,0,0,0,0,0,33,24,little_trouble,little_trouble,0,379,1
2015-08-15,23184,2015,8,15,7,0,0,0,0,0,0,0,0,0,0,0,32,24,little_trouble,good,0,526,1
2015-07-15,17594,2015,7,15,4,0,0,0,0,0,0,0,0,0,0,0,30,22,med_trouble,med_trouble,0,297,1
2015-07-30,16514,2015,7,30,5,0,0,0,0,0,0,0,0,0,0,0,34,27,good,good,0,371,1
2015-08-17,15402,2015,8,17,2,0,0,0,0,0,0,0,0,0,0,0,33,24,good,good,0,341,1
2015-07-31,28450,2015,7,31,6,0,0,0,0,0,0,0,0,0,0,0,35,28,good,good,0,402,1
2015-08-19,15671,2015,8,19,4,0,0,0,0,0,0,0,0,0,0,0,25,21,small_trouble,little_trouble,0,370,1
2015-08-20,28157,2015,8,20,5,0,0,0,0,0,0,0,1,0,0,0,27,22,good,good,0,592,1
2015-08-01,32110,2015,8,1,7,0,0,0,0,0,0,0,0,0,0,0,35,28,good,good,0,493,1
2015-08-21,16827,2015,8,21,6,0,0,0,0,0,0,0,0,0,0,0,31,22,good,good,0,375,1
2015-08-02,29019,2015,8,2,1,0,0,0,0,0,0,0,0,0,0,0,36,29,good,good,0,543,1
2015-07-18,33509,2015,7,18,7,0,0,0,0,0,0,0,0,0,0,0,29,23,good,good,0,528,1
2015-08-24,12763,2015,8,24,2,0,0,0,0,0,0,0,0,0,0,0,32,21,good,good,0,311,1
2015-08-03,16638,2015,8,3,2,0,0,0,0,0,0,0,0,0,0,0,36,28,good,good,0,357,1
2015-07-16,22770,2015,7,16,5,0,0,0,0,0,0,0,0,0,0,0,26,22,little_trouble,little_trouble,0,340,1
2015-08-04,16861,2015,8,4,3,0,0,0,0,0,0,0,0,0,0,0,36,27,good,good,0,350,1
2015-08-05,20699,2015,8,5,4,0,0,0,0,0,0,0,0,0,0,0,35,25,good,little_trouble,0,377,1
2015-08-31,17749,2015,8,31,2,0,0,0,0,0,0,0,0,0,0,0,33,22,good,good,0,371,0
2015-09-04,29198,2015,9,4,6,0,0,0,0,0,0,0,0,0,0,0,28,24,little_trouble,small_trouble,0,554,1
2015-08-09,31323,2015,8,9,1,0,0,0,0,0,0,0,0,0,0,0,30,24,little_trouble,med_trouble,0,557,1
2015-09-09,14294,2015,9,9,4,0,0,0,0,0,0,0,0,0,0,0,31,21,good,good,0,308,1
2015-07-20,18294,2015,7,20,2,0,0,0,0,0,0,0,0,0,0,0,32,24,good,good,0,340,1
2015-07-02,22582,2015,7,2,5,0,0,0,0,0,0,0,0,0,0,0,33,24,good,good,0,338,1
2015-06-03,16677,2015,6,3,4,0,0,0,0,0,0,0,0,0,0,0,26,22,little_trouble,little_trouble,0,282,1
2015-05-31,42121,2015,5,31,1,0,0,0,0,0,0,0,0,0,0,0,31,24,good,good,0,796,1
2015-07-10,23390,2015,7,10,6,0,0,0,0,0,0,0,0,0,0,0,29,24,little_trouble,good,0,365,0
2015-05-19,11618,2015,5,19,3,0,0,0,0,0,0,0,0,0,0,0,31,20,good,good,0,273,1
2015-06-26,18950,2015,6,26,6,0,0,0,0,0,0,0,0,0,0,0,31,26,med_trouble,fair,0,379,1
2015-07-06,18490,2015,7,6,2,0,0,0,0,0,0,0,0,0,0,0,25,19,little_trouble,good,0,299,0
2015-05-28,15402,2015,5,28,5,0,0,0,0,0,0,0,0,0,0,0,29,22,good,small_trouble,0,305,1
2015-07-12,37630,2015,7,12,1,0,0,0,0,0,0,0,0,0,0,0,34,25,good,good,0,543,1
2015-05-15,16497,2015,5,15,6,0,0,0,0,0,0,0,0,0,0,0,26,18,little_trouble,good,0,306,1
2015-06-16,14527,2015,6,16,3,0,0,0,0,0,0,0,0,0,0,0,29,22,small_trouble,med_trouble,0,322,1
2015-06-23,17774,2015,6,23,3,0,0,0,0,0,0,0,0,0,0,0,31,25,little_trouble,fair,0,333,1
2015-06-30,18659,2015,6,30,3,0,0,0,0,0,0,0,0,0,0,0,28,22,small_trouble,small_trouble,0,395,1
2015-06-08,13627,2015,6,8,2,0,0,0,0,0,0,0,0,0,0,0,25,21,fair,good,0,240,1
2015-06-09,13353,2015,6,9,3,0,0,0,0,0,0,0,0,0,0,0,28,23,good,good,0,261,1
2015-07-08,17212,2015,7,8,4,0,0,0,0,0,0,0,0,0,0,0,30,21,good,little_trouble,0,308,0
2015-05-29,22482,2015,5,29,6,0,0,0,0,0,0,0,0,0,0,0,26,20,med_trouble,fair,0,399,1
2015-05-30,35174,2015,5,30,7,0,0,0,0,0,0,0,0,0,0,0,28,21,good,good,0,658,1
2015-06-17,16006,2015,6,17,4,0,0,0,0,0,0,0,0,0,0,0,25,20,big_trouble,small_trouble,0,286,1
2015-06-20,34675,2015,6,20,7,0,0,0,0,1,0,0,0,0,0,0,29,22,fair,small_trouble,0,692,1
2015-06-02,14189,2015,6,2,3,0,0,0,0,0,0,0,0,0,0,0,27,23,small_trouble,little_trouble,0,235,1
2015-06-24,18467,2015,6,24,4,0,0,0,0,0,0,0,0,0,0,0,33,26,little_trouble,little_trouble,0,347,1
2015-06-05,26346,2015,6,5,6,0,0,0,0,0,0,0,0,0,0,0,28,19,good,good,0,343,1
2015-05-25,12142,2015,5,25,2,0,0,0,0,0,0,0,0,0,0,0,28,21,fair,little_trouble,0,248,0
2015-07-07,17967,2015,7,7,3,0,0,0,0,0,0,0,0,0,0,0,26,20,fair,good,0,307,1
2015-06-13,27802,2015,6,13,7,0,0,0,0,0,0,0,0,0,0,0,32,23,good,little_trouble,0,739,1
2015-06-14,33816,2015,6,14,1,0,0,0,0,0,0,0,0,0,0,0,27,24,fair,little_trouble,0,709,1
2015-06-15,15784,2015,6,15,2,0,0,0,0,0,0,0,0,0,0,0,28,24,small_trouble,small_trouble,0,298,1
2015-05-22,15835,2015,5,22,6,0,0,0,0,0,0,0,0,0,0,0,27,20,good,fair,0,339,1
2015-06-18,19028,2015,6,18,5,0,0,0,0,0,0,0,0,0,0,0,29,20,good,good,0,347,1
2015-06-19,27547,2015,6,19,6,0,0,0,0,0,0,0,0,0,0,0,31,22,good,good,0,525,0
2015-05-18,11203,2015,5,18,2,0,0,0,0,0,0,0,0,0,0,0,28,20,good,good,0,271,1
2015-06-01,56085,2015,6,1,2,0,0,0,0,0,0,0,0,0,0,0,31,24,small_trouble,med_trouble,0,780,1
2015-05-23,27550,2015,5,23,7,0,0,0,0,0,0,0,0,0,0,0,24,17,fair,good,0,440,1
2015-06-21,41310,2015,6,21,1,0,0,0,0,1,0,0,0,0,0,0,25,20,little_trouble,fair,0,602,0
2015-06-22,42834,2015,6,22,2,0,0,0,0,1,0,0,0,0,0,0,30,24,fair,good,0,591,1
2015-05-16,27383,2015,5,16,7,0,0,0,0,0,0,0,0,0,0,0,27,18,good,good,0,479,1
2015-05-24,30340,2015,5,24,1,0,0,0,0,0,0,0,0,0,0,0,28,20,good,good,0,480,1
2015-06-25,16330,2015,6,25,5,0,0,0,0,0,0,0,0,0,0,0,31,25,med_trouble,small_trouble,0,301,1
2015-06-04,14762,2015,6,4,5,0,0,0,0,0,0,0,0,0,0,0,25,18,little_trouble,good,0,257,0
2015-06-27,28431,2015,6,27,7,0,0,0,0,0,0,0,0,0,0,0,34,28,fair,good,0,551,1
2015-06-28,43808,2015,6,28,1,0,0,0,0,0,0,0,0,0,0,0,35,27,good,good,0,697,1
2015-05-13,13202,2015,5,13,4,0,0,0,0,0,0,0,0,0,0,0,29,23,good,good,0,245,1
2015-06-29,17881,2015,6,29,2,0,0,0,0,0,0,0,0,0,0,0,33,25,good,good,0,330,1
2015-06-06,28819,2015,6,6,7,0,0,0,0,0,0,0,0,0,0,0,31,21,good,little_trouble,0,461,0
2015-07-01,20921,2015,7,1,4,0,0,0,0,0,0,0,0,0,0,0,28,23,good,good,0,343,1
2015-06-07,29090,2015,6,7,1,0,0,0,0,0,0,0,0,0,0,0,27,19,med_trouble,med_trouble,0,398,1
2015-05-26,11854,2015,5,26,3,0,0,0,0,0,0,0,0,0,0,0,25,21,little_trouble,med_trouble,0,259,1
2015-07-03,25147,2015,7,3,6,0,0,0,0,0,0,0,0,0,0,0,32,22,fair,fair,0,370,1
2015-07-04,33710,2015,7,4,7,0,0,0,0,0,0,0,0,0,0,0,27,22,little_trouble,fair,0,501,1
2015-05-20,17129,2015,5,20,4,0,0,0,0,0,0,0,0,0,0,0,30,19,good,good,0,313,1
2015-07-05,32666,2015,7,5,1,0,0,0,0,0,0,0,0,0,0,0,28,20,fair,little_trouble,0,536,1
2015-05-27,10677,2015,5,27,4,0,0,0,0,0,0,0,0,0,0,0,28,22,little_trouble,good,0,258,1
2015-06-10,14868,2015,6,10,4,0,0,0,0,0,0,0,0,0,0,0,30,23,good,good,0,295,1
2015-07-09,17242,2015,7,9,5,0,0,0,0,0,0,0,0,0,0,0,27,22,little_trouble,little_trouble,0,336,0
2015-06-11,16189,2015,6,11,5,0,0,0,0,0,0,0,0,0,0,0,31,19,good,good,0,301,1
2015-05-14,12685,2015,5,14,5,0,0,0,0,0,0,0,0,0,0,0,28,21,little_trouble,med_trouble,0,269,1
2015-07-11,33282,2015,7,11,7,0,0,0,0,0,0,0,0,0,0,0,32,24,good,good,0,531,1
2015-06-12,26202,2015,6,12,6,0,0,0,0,0,0,0,0,0,0,0,33,22,good,good,0,451,1
2015-05-17,27027,2015,5,17,1,0,0,0,0,0,0,0,0,0,0,0,28,21,little_trouble,little_trouble,0,522,1
2015-05-21,16011,2015,5,21,5,0,0,0,0,0,0,0,0,0,0,0,28,18,good,good,0,299,1
2015-03-31,14745,2015,3,31,3,0,0,0,0,0,0,0,0,0,0,0,28,20,good,good,0,287,1
2015-03-19,14733,2015,3,19,5,0,0,0,0,0,0,0,0,0,0,0,12,10,little_trouble,small_trouble,0,304,1
2015-04-11,23366,2015,4,11,7,0,0,0,0,0,0,0,0,0,0,0,21,11,good,good,0,422,1
2015-03-30,11822,2015,3,30,2,0,0,0,0,0,0,0,0,0,0,0,23,17,good,good,0,280,1
2015-03-18,12843,2015,3,18,4,0,0,0,0,0,0,0,0,0,0,0,14,8,little_trouble,little_trouble,0,263,1
2015-03-14,26745,2015,3,14,7,0,0,0,0,0,0,0,0,0,0,0,15,10,little_trouble,good,0,549,0
2015-04-30,35865,2015,4,30,5,0,0,0,0,0,0,0,0,0,0,0,29,19,good,good,0,448,1
2015-04-15,14222,2015,4,15,4,0,0,0,0,0,0,0,0,0,0,0,20,12,fair,good,0,248,0
2015-03-16,12151,2015,3,16,2,0,0,0,0,0,0,0,0,0,0,0,21,13,good,little_trouble,0,314,0
2015-04-28,13239,2015,4,28,3,0,0,0,0,0,0,0,0,0,0,0,32,18,good,good,0,353,0
2015-04-09,12890,2015,4,9,5,0,0,0,0,0,0,0,0,0,0,0,16,7,fair,good,0,275,1
2015-03-27,31877,2015,3,27,6,0,0,0,0,0,0,0,0,0,0,0,18,8,good,good,0,333,1
2015-03-17,11863,2015,3,17,3,0,0,0,0,0,0,0,0,0,0,0,19,11,big_trouble,small_trouble,0,272,1
2015-04-10,14815,2015,4,10,6,0,0,0,0,0,0,0,0,0,0,0,19,9,good,good,0,304,1
2015-03-28,24000,2015,3,28,7,0,0,0,0,0,0,0,0,0,0,0,22,12,good,good,0,452,1
2015-04-13,13222,2015,4,13,2,0,0,0,0,0,0,0,0,0,0,0,18,6,good,good,0,288,1
2015-03-22,29627,2015,3,22,1,0,0,0,0,0,0,0,0,0,0,0,21,9,good,good,0,618,1
2015-04-18,33180,2015,4,18,7,0,0,0,0,0,0,0,0,0,0,0,22,15,little_trouble,small_trouble,0,525,0
2015-04-02,14163,2015,4,2,5,0,0,0,0,0,0,0,0,0,0,0,22,12,med_trouble,fair,0,281,0
2015-04-03,16827,2015,4,3,6,0,0,0,0,0,0,0,0,0,0,0,19,13,little_trouble,small_trouble,0,404,0
2015-04-24,17309,2015,4,24,6,0,0,0,0,0,0,0,0,0,0,0,25,15,little_trouble,good,0,321,1
2015-04-05,26818,2015,4,5,1,0,0,1,0,0,0,0,0,0,0,0,18,8,small_trouble,small_trouble,0,563,1
2015-04-27,11748,2015,4,27,2,0,0,0,0,0,0,0,0,0,0,0,28,18,fair,good,0,326,1
2015-04-29,14340,2015,4,29,4,0,0,0,0,0,0,0,0,0,0,0,29,17,good,good,0,347,1
2015-04-06,24419,2015,4,6,2,0,0,1,0,0,0,0,0,0,0,0,11,6,little_trouble,little_trouble,0,538,1
2015-03-20,17650,2015,3,20,6,0,0,0,0,0,0,0,0,0,0,0,14,8,little_trouble,good,0,366,1
2015-05-02,35742,2015,5,2,7,0,0,0,1,0,0,0,0,0,0,0,24,16,good,good,0,643,1
2015-03-26,12939,2015,3,26,5,0,0,0,0,0,0,0,0,0,0,0,18,7,fair,good,0,286,0
2015-05-04,11017,2015,5,4,2,0,0,0,0,0,0,0,0,0,0,0,23,16,little_trouble,good,0,302,1
2015-05-05,12816,2015,5,5,3,0,0,0,0,0,0,0,0,0,0,0,25,16,little_trouble,little_trouble,0,298,1
2015-05-07,12241,2015,5,7,5,0,0,0,0,0,0,0,0,0,0,0,30,20,fair,little_trouble,0,308,1
2015-05-12,28338,2015,5,12,3,0,0,0,0,0,0,0,0,0,0,0,27,18,good,good,0,281,1
2015-03-29,25866,2015,3,29,1,0,0,0,0,0,0,0,0,0,0,0,24,13,little_trouble,little_trouble,0,499,1
2015-03-21,28002,2015,3,21,7,0,0,0,0,0,0,0,0,0,0,0,21,8,good,good,0,552,1
2015-04-14,13624,2015,4,14,3,0,0,0,0,0,0,0,0,0,0,0,21,10,good,fair,0,279,1
2015-04-16,35277,2015,4,16,5,0,0,0,0,0,0,0,0,0,0,0,24,15,good,good,0,288,1
2015-04-17,19571,2015,4,17,6,0,0,0,0,0,0,0,0,0,0,0,24,17,fair,little_trouble,0,324,1
2015-04-19,33371,2015,4,19,1,0,0,0,0,0,0,0,0,0,0,0,17,11,small_trouble,fair,0,550,1
2015-04-01,12001,2015,4,1,4,0,0,0,0,0,0,0,0,0,0,0,27,16,little_trouble,med_trouble,0,260,1
2015-04-20,13069,2015,4,20,2,0,0,0,0,0,0,0,0,0,0,0,17,10,good,good,0,285,1
2015-04-21,12490,2015,4,21,3,0,0,0,0,0,0,0,0,0,0,0,20,12,good,good,0,266,1
2015-04-22,13154,2015,4,22,4,0,0,0,0,0,0,0,0,0,0,0,25,14,good,good,0,269,1
2015-03-23,10885,2015,3,23,2,0,0,0,0,0,0,0,0,0,0,0,21,8,good,good,0,324,1
2015-04-23,13477,2015,4,23,5,0,0,0,0,0,0,0,0,0,0,0,26,17,fair,fair,0,281,1
2015-03-24,11350,2015,3,24,3,0,0,0,0,0,0,0,0,0,0,0,18,8,fair,good,0,296,1
2015-04-25,28693,2015,4,25,7,0,0,0,0,0,0,0,0,0,0,0,28,16,good,good,0,559,0
2015-04-04,24617,2015,4,4,7,0,0,1,0,0,0,0,0,0,0,0,16,14,small_trouble,med_trouble,0,507,1
2015-04-26,28562,2015,4,26,1,0,0,0,0,0,0,0,0,0,0,0,26,16,fair,good,0,704,1
2015-03-25,13686,2015,3,25,4,0,0,0,0,0,0,0,0,0,0,0,21,10,good,good,0,293,0
2015-05-01,30765,2015,5,1,6,0,0,0,1,0,0,0,0,0,0,0,26,18,small_trouble,med_trouble,0,661,0
2015-04-07,10402,2015,4,7,3,0,0,0,0,0,0,0,0,0,0,0,10,5,little_trouble,good,0,256,1
2015-05-03,48779,2015,5,3,1,0,0,0,1,0,0,0,0,0,0,0,26,19,good,little_trouble,0,531,0
2015-04-08,11384,2015,4,8,4,0,0,0,0,0,0,0,0,0,0,0,12,7,good,good,0,270,0
2015-05-06,12923,2015,5,6,4,0,0,0,0,0,0,0,0,0,0,0,22,16,little_trouble,good,0,263,1
2015-05-08,16306,2015,5,8,6,0,0,0,0,0,0,0,0,0,0,0,24,15,small_trouble,good,0,343,1
2015-05-09,61866,2015,5,9,7,0,0,0,0,0,0,0,0,0,0,0,28,19,good,good,0,753,1
2015-05-10,28642,2015,5,10,1,0,0,0,0,0,0,0,0,0,0,0,28,16,fair,little_trouble,0,627,1
2015-05-11,11657,2015,5,11,2,0,0,0,0,0,0,0,0,0,0,0,22,12,good,good,0,248,1
2015-04-12,34775,2015,4,12,1,0,0,0,0,0,0,0,0,0,0,0,23,6,good,good,0,587,1
2015-03-15,28001,2015,3,15,1,0,0,0,0,0,0,0,0,0,0,0,16,9,fair,good,0,556,0
2015-03-11,12347,2015,3,11,4,0,0,0,0,0,0,0,0,0,0,0,13,3,fair,good,0,300,1
2015-02-28,30490,2015,2,28,7,0,0,0,0,0,0,0,0,0,0,1,4,0,little_trouble,good,0,504,1
2015-02-05,15582,2015,2,5,5,0,0,0,0,0,0,0,0,0,0,0,11,-3,good,good,0,337,1
2015-02-16,21886,2015,2,16,2,0,0,0,0,0,0,0,0,0,0,0,16,5,good,good,0,413,1
2015-01-21,11434,2015,1,21,4,0,0,0,0,0,0,0,0,0,0,0,14,-2,good,good,0,255,1
2015-02-19,23202,2015,2,19,5,1,0,0,0,0,0,0,0,0,0,0,13,6,little_trouble,little_trouble,0,244,1
2015-02-24,28095,2015,2,24,3,1,0,0,0,0,0,0,0,0,0,0,14,8,good,little_trouble,0,519,1
2015-01-17,23082,2015,1,17,7,0,0,0,0,0,0,0,0,0,0,0,12,0,good,fair,0,430,1
2015-01-24,12948,2015,1,24,7,0,0,0,0,0,0,0,0,0,0,0,16,8,fair,little_trouble,0,406,0
2015-01-25,24638,2015,1,25,1,0,0,0,0,0,0,0,0,0,0,0,10,4,fair,little_trouble,0,484,1
2015-03-07,30175,2015,3,7,7,0,0,0,0,0,0,0,0,0,0,0,12,6,good,good,0,658,1
2015-01-13,10126,2015,1,13,3,0,0,0,0,0,0,0,0,0,0,0,12,0,fair,good,0,276,1
2015-02-13,20514,2015,2,13,6,0,0,0,0,0,0,0,0,0,0,0,20,4,good,good,0,441,1
2015-01-29,12055,2015,1,29,5,0,0,0,0,0,0,0,0,0,0,0,1,-3,small_trouble,fair,0,282,1
2015-01-14,13045,2015,1,14,4,0,0,0,0,0,0,0,0,0,0,0,13,-1,good,good,0,306,0
2015-02-17,26926,2015,2,17,3,0,0,0,0,0,0,0,0,0,0,0,18,6,good,good,0,392,0
2015-03-01,34546,2015,3,1,1,0,0,0,0,0,0,0,0,0,0,0,12,2,good,good,0,639,0
2015-03-02,15636,2015,3,2,2,0,0,0,0,0,0,0,0,0,0,0,14,6,good,good,0,341,1
2015-03-03,15756,2015,3,3,3,0,0,0,0,0,0,0,0,0,0,0,13,4,good,good,0,401,1
2015-01-18,24126,2015,1,18,1,0,0,0,0,0,0,0,0,0,0,0,13,-1,good,good,0,524,1
2015-03-05,17783,2015,3,5,5,0,0,0,0,0,0,0,0,0,0,0,5,1,little_trouble,good,0,430,0
2015-02-07,21432,2015,2,7,7,0,0,0,0,0,0,0,0,0,0,0,13,-1,good,good,0,512,1
2015-01-27,12112,2015,1,27,3,0,0,0,0,0,0,0,0,0,0,0,6,1,little_trouble,little_trouble,0,265,1
2015-02-12,18194,2015,2,12,5,0,0,0,0,0,0,0,0,0,0,0,18,4,good,good,0,409,1
2015-01-12,9442,2015,1,12,2,0,0,0,0,0,0,0,0,0,0,0,12,5,fair,good,0,257,1
2015-01-28,15075,2015,1,28,4,0,0,0,0,0,0,0,0,0,0,0,2,-2,little_trouble,big_trouble,0,297,1
2015-02-14,36262,2015,2,14,7,0,0,0,0,0,0,0,0,0,0,0,18,10,little_trouble,small_trouble,0,609,1
2015-01-20,10978,2015,1,20,3,0,0,0,0,0,0,0,0,0,0,0,14,2,good,good,0,270,0
2015-02-15,23326,2015,2,15,1,0,0,0,0,0,0,0,0,0,0,1,16,5,little_trouble,good,0,417,0
2015-01-16,14134,2015,1,16,6,0,0,0,0,0,0,0,0,0,0,0,14,0,good,good,0,300,1
2015-01-30,18493,2015,1,30,6,0,0,0,0,0,0,0,0,0,0,0,4,0,good,fair,0,392,1
2015-02-18,14014,2015,2,18,4,1,0,0,0,0,0,0,0,0,0,0,16,7,good,good,0,191,1
2015-01-31,27058,2015,1,31,7,0,0,0,0,0,0,0,0,0,0,0,4,0,good,little_trouble,0,523,1
2015-02-20,20566,2015,2,20,6,1,0,0,0,0,0,0,0,0,0,0,8,4,small_trouble,little_trouble,0,384,1
2015-02-21,25443,2015,2,21,7,1,0,0,0,0,0,0,0,0,0,0,15,3,good,good,0,414,0
2015-02-01,23117,2015,2,1,1,1,0,0,0,0,0,0,0,0,0,0,3,-2,little_trouble,good,0,494,0
2015-02-22,20565,2015,2,22,1,1,0,0,0,0,0,0,0,0,0,0,12,4,little_trouble,little_trouble,0,412,1
2015-02-02,13001,2015,2,2,2,1,0,0,0,0,0,0,0,0,0,0,5,-2,little_trouble,good,0,301,1
2015-02-23,29372,2015,2,23,2,1,0,0,0,0,0,0,0,0,0,0,10,2,little_trouble,good,0,453,1
2015-01-22,10921,2015,1,22,5,0,0,0,0,0,0,0,0,0,0,0,13,0,good,good,0,273,0
2015-02-25,30402,2015,2,25,4,0,0,0,0,0,0,0,0,0,0,0,10,7,little_trouble,little_trouble,0,451,1
2015-02-03,14025,2015,2,3,3,0,0,0,0,0,0,0,0,0,0,0,8,-2,good,good,0,334,1
2015-02-26,23334,2015,2,26,5,0,0,0,0,0,0,0,0,0,0,0,11,6,little_trouble,small_trouble,0,448,1
2015-01-23,12948,2015,1,23,6,0,0,0,0,0,0,0,0,0,0,0,14,6,good,good,0,312,1
2015-02-27,22581,2015,2,27,6,0,0,0,0,0,0,0,0,0,0,0,8,2,small_trouble,small_trouble,0,366,1
2015-02-04,16459,2015,2,4,4,0,0,0,0,0,0,0,0,0,0,1,10,-2,good,good,0,345,1
2015-02-06,17505,2015,2,6,6,0,0,0,0,0,0,0,0,0,0,0,12,-2,good,good,0,442,1
2015-03-04,15570,2015,3,4,4,0,0,0,0,0,0,0,0,0,0,0,9,1,fair,little_trouble,0,304,1
2015-03-06,18906,2015,3,6,6,0,0,0,0,0,0,0,0,0,0,0,7,2,good,good,0,457,0
2015-02-08,25002,2015,2,8,1,0,0,0,0,0,0,0,0,0,0,0,12,-2,good,good,0,652,1
2015-03-08,35056,2015,3,8,1,0,0,0,0,0,0,0,0,0,0,0,14,4,good,good,0,742,1
2015-03-09,10837,2015,3,9,2,0,0,0,0,0,0,0,0,0,0,0,17,6,good,good,0,278,0
2015-02-09,15534,2015,2,9,2,0,0,0,0,0,0,0,0,0,0,0,11,-2,good,good,0,372,0
2015-03-10,10402,2015,3,10,3,0,0,0,0,0,0,0,0,0,0,0,13,4,good,fair,0,303,1
2015-01-26,11203,2015,1,26,2,0,0,0,0,0,0,0,0,0,0,0,9,4,fair,little_trouble,0,261,1
2015-02-10,15725,2015,2,10,3,0,0,0,0,0,0,0,0,0,0,0,13,1,good,good,0,381,1
2015-03-12,13443,2015,3,12,5,0,0,0,0,0,0,0,0,0,0,0,18,6,good,good,0,315,0
2015-01-15,12445,2015,1,15,5,0,0,0,0,0,0,0,0,0,0,0,12,2,good,good,0,277,1
2015-02-11,16637,2015,2,11,4,0,0,0,0,0,0,0,0,0,0,0,16,1,good,good,0,393,1
2015-03-13,16373,2015,3,13,6,0,0,0,0,0,0,0,0,0,0,0,19,10,good,good,0,360,1
2015-01-19,11744,2015,1,19,2,0,0,0,0,0,0,0,0,0,0,0,14,5,good,good,0,244,1
2014-11-17,10257,2014,11,17,2,0,0,0,0,0,0,0,0,0,0,0,17,4,good,good,0,276,1
2014-12-06,24023,2014,12,6,7,0,0,0,0,0,0,0,0,0,0,0,13,5,good,fair,0,575,1
2014-12-09,11474,2014,12,9,3,0,0,0,0,0,0,0,0,0,0,0,10,5,good,little_trouble,0,294,0
2015-01-06,10956,2015,1,6,3,0,0,0,0,0,0,0,0,0,0,0,6,-1,little_trouble,good,0,251,1
2014-11-12,9755,2014,11,12,4,0,0,0,0,0,0,0,0,0,0,0,18,6,good,good,0,274,0
2014-12-07,26930,2014,12,7,1,0,0,0,0,0,0,0,0,0,0,0,14,0,good,good,0,638,1
2014-12-08,10243,2014,12,8,2,0,0,0,0,0,0,0,0,0,0,0,13,0,good,good,0,311,1
2014-12-11,11718,2014,12,11,5,0,0,0,0,0,0,0,0,0,0,0,7,-1,good,good,0,352,1
2014-12-15,10864,2014,12,15,2,0,0,0,0,0,0,0,0,0,0,0,10,-2,good,good,0,292,1
2014-11-29,18515,2014,11,29,7,0,0,0,0,0,0,0,0,0,0,0,12,10,small_trouble,little_trouble,0,447,1
2014-12-19,17880,2014,12,19,6,0,0,0,0,0,0,0,0,0,0,0,13,-1,good,good,0,494,1
2014-12-01,10980,2014,12,1,2,0,0,0,0,0,0,0,0,0,0,0,8,-1,good,good,0,298,0
2014-11-21,13426,2014,11,21,6,0,0,0,0,0,0,0,0,0,0,0,20,10,good,good,0,324,1
2014-12-23,13152,2014,12,23,3,0,0,0,0,0,0,0,0,0,0,0,12,-1,good,good,0,364,1
2014-12-27,21173,2014,12,27,7,0,0,0,0,0,0,0,0,0,0,0,9,1,fair,good,0,547,1
2014-11-14,14658,2014,11,14,6,0,0,0,0,0,0,0,0,0,0,0,19,6,good,fair,0,348,0
2014-12-13,23638,2014,12,13,7,0,0,0,0,0,0,0,0,0,0,0,10,3,good,good,0,1039,1
2014-11-15,19235,2014,11,15,7,0,0,0,0,0,0,0,0,0,0,0,13,7,fair,little_trouble,0,479,1
2014-12-14,26150,2014,12,14,1,0,0,0,0,0,0,0,0,0,0,0,11,2,good,good,0,944,1
2014-12-18,12931,2014,12,18,5,0,0,0,0,0,0,0,0,0,0,0,11,0,fair,fair,0,324,1
2014-11-16,22793,2014,11,16,1,0,0,0,0,0,0,0,0,0,0,0,17,7,good,good,0,555,1
2014-12-22,11302,2014,12,22,2,0,0,0,0,0,0,0,0,0,0,0,10,-1,good,good,0,397,0
2014-12-26,13786,2014,12,26,6,0,0,0,0,0,0,0,0,0,0,0,9,2,good,good,0,395,1
2014-12-04,11897,2014,12,4,5,0,0,0,0,0,0,0,0,0,0,0,9,0,good,good,0,344,1
2014-12-29,11542,2014,12,29,2,0,0,0,0,0,0,0,0,0,0,0,17,1,good,good,0,350,1
2014-12-30,12994,2014,12,30,3,0,0,0,0,0,0,0,0,0,0,0,16,2,good,good,0,359,1
2014-11-18,10514,2014,11,18,3,0,0,0,0,0,0,0,0,0,0,0,16,5,good,good,0,323,1
2015-01-03,18642,2015,1,3,7,0,1,0,0,0,0,0,0,0,0,0,14,2,good,good,0,506,0
